unnamed:_0.1,unnamed:_0,fat,saturated_fats,monounsaturated_fats,polyunsaturated_fats,carbohydrates,sugars,protein,dietary_fiber,cholesterol,sodium,water,vitamin_a,vitamin_b1,vitamin_b11,vitamin_b12,vitamin_b2,vitamin_b3,vitamin_b5,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,vitamin_k,calcium,copper,iron,magnesium,manganese,phosphorus,potassium,selenium,zinc,nutrition_density,data_group,food_name,calories
0,0,0.5,0.066,0.1,0.2,15.8,11.8,1.6,2.6,0.0,0.0,131.4,0.0,0.0,0.026,0.037,0.0,0.032,1.7,0.3,0.007,8.1,0.0,1.2,0.081,9.0,0.1,0.4,13.5,0.002,39.0,301.5,0.0,20.735,group3,nectarine,66
1,1,0.2,0.008,0.099,0.051,12.8,10.0,0.8,1.1,0.0,0.046,66.8,0.091,0.0,0.051,0.058,0.07,0.2,0.4,0.067,130.7,0.0,1.1,0.074,13.8,0.1,0.2,9.7,0.072,20.3,255.2,0.003,0.077,159.686,group3,kiwifruit gold,51
2,2,0.072,0.0,0.0,0.0,1.9,0.2,0.001,1.0,0.0,0.065,17.0,0.0,0.058,0.0,0.0,0.038,0.04,0.0,0.078,2.1,0.0,0.0,0.018,34.2,0.051,0.021,13.1,0.1,2.1,24.7,0.023,0.073,39.263,group3,prickly pear raw,8
3,3,0.1,0.074,0.001,0.087,11.8,8.9,0.5,1.3,0.0,0.099,77.4,0.0,0.0,0.085,0.033,0.0,0.014,0.5,0.2,0.1,43.0,0.0,0.078,0.061,11.7,0.091,0.3,10.8,0.8,7.2,98.1,0.061,13.97,group3,pineapple,45
4,4,4.6,0.6,0.0,0.0,54.5,32.1,5.2,14.1,0.0,0.083,162.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8,0.0,0.0,0.0,34.2,2.4,5.0,73.0,0.4,118.6,298.7,0.0,1.0,176.4,group3,rowan,253
5,5,0.056,0.0,0.0,0.0,0.8,0.0,0.014,0.2,0.0,0.024,5.1,0.0,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.023,0.014,0.8,0.1,1.4,12.2,0.0,0.027,3.38,group3,muscadine grapes,3
6,6,0.2,0.039,2.5,2.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,group3,heidelbeeren jutro,17
7,7,0.7,0.085,0.5,0.1,83.2,0.0,3.4,0.0,0.0,0.039,190.4,0.0,0.1,0.0,0.0,0.011,2.8,0.3,0.5,0.0,0.0,0.0,0.0,67.2,0.6,3.3,58.8,0.3,103.6,988.4,0.0,0.7,157.8,group3,prunes stewed,316
8,8,0.2,0.07,0.097,0.05,10.1,8.0,0.6,1.4,0.0,0.056,64.7,0.0,0.068,0.05,0.0,0.024,0.3,0.2,0.096,20.3,0.0,0.2,0.0,28.1,0.001,0.1,9.1,0.057,15.2,126.2,0.008,0.078,60.8,group3,tangerine,40
9,9,0.5,0.057,0.3,0.1,62.3,0.0,2.6,0.0,0.0,0.076,2.8,0.0,0.093,0.042,0.0,0.1,2.1,0.3,0.5,0.0,0.0,0.0,0.0,50.4,0.4,2.5,44.8,0.2,78.4,740.6,0.0,0.5,118.3,group3,prunes,237
10,10,0.002,0.057,0.024,0.095,0.3,0.054,0.032,0.2,0.0,0.028,1.6,0.0,0.007,0.025,0.0,0.018,0.046,0.055,0.011,2.6,0.0,0.061,0.0,2.7,0.015,0.032,0.3,0.0,0.2,3.2,0.048,0.036,5.934,group3,lemon peel,1
11,11,0.5,0.2,0.096,0.1,34.3,18.3,1.6,3.9,0.0,0.055,112.4,0.0,0.0,0.085,0.045,0.0,0.1,1.0,0.5,0.6,13.1,0.0,0.2,0.035,7.5,0.1,0.4,40.5,0.4,33.0,537.0,0.049,41.084,group3,banana,134
12,12,0.034,0.005,0.063,0.098,1.2,0.4,0.1,0.7,0.0,0.054,8.6,0.0,0.0,0.067,0.064,0.0,0.074,0.097,0.087,0.068,2.6,0.0,0.025,0.031,2.5,0.034,0.015,2.2,0.017,2.9,15.1,0.028,2.207,group3,raspberries,5
13,13,0.1,0.03,0.099,0.028,3.9,3.2,0.5,0.7,0.0,0.02,30.2,0.0,0.0,0.017,0.038,0.0,0.012,0.2,0.09,0.026,3.5,0.0,0.3,0.039,4.6,0.012,0.1,3.5,0.056,8.1,90.7,0.031,5.334,group3,apricot,17
14,14,0.008,0.039,0.004,0.041,1.0,0.0,0.01,0.3,0.0,0.059,4.8,0.0,0.0,0.0,0.0,0.062,0.064,0.0,0.0,2.2,0.0,0.0,0.0,1.3,0.0,0.071,1.0,0.0,1.6,17.5,0.0,0.0,4.931,group3,strawberry guava,4
15,15,0.4,0.095,0.084,0.2,10.1,6.2,0.8,2.1,0.0,0.096,57.3,0.0,0.0,0.067,0.089,0.0,0.066,0.2,0.1,0.086,64.0,0.0,1.0,0.091,23.5,0.002,0.2,11.7,0.064,23.5,215.3,0.034,13.588,group3,kiwifruit green,42
16,16,0.2,0.068,0.008,0.078,9.6,8.1,0.4,1.5,0.0,0.049,39.6,0.0,0.043,0.046,0.0,0.03,0.2,0.2,0.083,1.0,0.0,0.001,0.027,17.5,0.079,0.2,8.5,0.024,7.0,116.0,0.083,0.06,30.4,group3,figs,37
17,17,0.1,0.0,0.0,0.0,8.9,6.8,0.6,1.3,0.0,0.044,64.1,0.0,0.0,0.052,0.063,0.0,0.06,0.5,0.1,0.018,36.1,0.0,0.1,0.0,22.2,0.093,0.1,7.4,0.035,15.5,131.0,0.0,10.954,group3,clementine,35
18,18,0.2,0.008,0.099,0.005,21.6,17.2,1.7,4.4,0.0,0.0,159.6,0.0,0.0,0.2,0.08,0.0,0.089,0.5,0.5,0.1,97.9,0.0,0.3,0.0,73.6,0.094,0.2,18.4,0.057,25.8,333.0,0.035,28.073,group3,orange,86
19,19,0.3,0.0,0.0,0.0,26.6,17.2,0.7,5.5,0.0,0.047,148.9,0.0,0.051,0.023,0.0,0.018,0.3,0.04,0.01,7.8,0.0,0.2,0.028,15.9,0.1,0.3,10.6,0.091,19.5,178.8,0.044,0.1,57.1,group3,bartlett pear,112
20,20,0.2,0.043,0.091,0.089,15.5,8.3,1.6,4.8,0.0,0.056,94.0,0.0,0.03,0.016,0.0,0.059,0.1,0.06,0.062,45.9,0.0,0.1,0.093,37.0,0.1,1.1,14.6,0.2,49.3,308.0,0.079,0.3,106.1,group3,red white currants,63
21,21,0.5,0.047,0.043,0.2,21.4,14.7,1.1,3.6,0.0,0.015,124.6,0.0,0.0,0.086,0.074,0.0,0.016,0.6,0.2,0.058,14.4,0.0,0.8,0.041,8.9,0.063,0.4,8.9,0.5,17.8,114.0,0.027,26.767,group3,blueberries,84
22,22,0.049,0.004,0.016,0.065,1.5,1.2,0.2,0.3,0.0,0.021,13.2,0.0,0.0,0.005,0.092,0.0,0.075,0.013,0.0,0.025,5.5,0.0,0.1,0.074,5.9,0.041,0.3,2.7,0.0,5.7,29.1,0.083,2.163,group3,mulberries,6
23,23,0.029,0.0,0.0,0.0,0.5,0.0,0.034,0.0,0.0,0.063,2.5,0.0,0.051,0.0,0.0,0.058,0.042,0.0,0.075,0.4,0.0,0.0,0.0,0.6,0.0,0.054,0.5,0.0,0.5,2.4,0.0,0.0,1.624,group3,java plum,2
24,24,0.02,0.038,0.0,0.0,11.7,7.0,0.4,0.6,0.0,0.036,5.4,0.0,0.0,0.053,0.0,0.0,0.0,0.5,0.057,0.0,0.8,0.0,0.0,0.0,5.6,0.0,0.5,0.0,0.0,13.0,153.4,0.0,12.709,group3,prune puree,46
25,25,0.2,0.028,0.036,0.09,27.5,22.9,0.4,2.7,0.0,0.031,215.3,0.0,0.0,0.07,0.029,0.0,0.085,0.2,0.1,0.08,2.4,0.0,0.4,0.043,9.8,0.014,0.6,7.3,0.074,12.2,180.6,0.007,30.923,group3,applesauce,102
26,26,0.7,0.076,0.03,0.4,13.8,7.0,2.0,7.6,0.0,0.05,126.9,0.0,0.03,0.045,0.0,0.054,0.9,0.4,0.037,30.2,0.0,1.7,0.082,41.8,0.2,0.9,28.8,0.9,31.7,233.3,0.008,0.8,97.0,group3,blackberries raw,62
27,27,0.2,0.062,0.003,0.022,7.5,6.5,0.5,0.9,0.0,0.0,57.6,0.0,0.0,0.077,0.036,0.0,0.021,0.3,0.033,0.038,6.3,0.0,0.2,0.047,4.0,0.056,0.1,4.6,0.016,10.6,103.6,0.0,9.21,group3,plum,30
28,28,0.087,0.029,0.082,0.074,0.4,0.4,0.035,0.09,0.0,0.056,2.0,0.0,0.06,0.049,0.0,0.025,0.045,0.05,0.061,0.032,0.0,0.027,0.052,0.3,0.094,0.099,0.1,0.1,0.2,4.6,0.03,0.091,0.93,group3,american grapes,2
29,29,0.4,0.034,0.1,0.1,14.3,12.6,1.4,2.3,0.0,0.0,133.3,0.0,0.0,0.035,0.004,0.0,0.06,1.2,0.2,0.075,9.9,0.0,1.1,0.042,9.0,0.1,0.4,13.5,0.03,30.0,285.0,0.069,18.643,group3,peach,59
30,30,0.2,0.055,0.049,0.1,16.1,14.4,1.0,1.4,0.0,0.062,159.0,0.0,0.092,0.052,0.0,0.066,0.7,0.3,0.2,31.9,0.0,0.043,0.083,10.6,0.007,0.3,17.7,0.003,19.5,403.6,0.099,0.2,61.5,group3,honeydew melon,64
31,31,12.7,3.1,3.9,3.8,68.9,36.8,2.4,5.4,0.0,0.079,82.9,0.0,0.1,0.0,0.0,0.061,1.4,1.0,0.5,0.0,0.0,1.9,0.05,10.1,0.2,1.0,76.1,0.5,72.7,856.8,0.077,0.4,100.5,group3,yellow plantain fried,399
32,32,0.4,0.0,0.0,0.0,48.5,3.3,2.0,30.6,0.0,0.035,74.5,0.0,0.048,0.085,0.0,0.2,1.7,1.0,0.078,541.0,0.0,7.4,0.05,214.6,0.1,1.3,87.6,1.3,77.5,544.8,0.0,0.3,838.4,group3,rose hips,206
33,33,0.2,0.063,0.046,0.031,5.4,1.5,0.6,1.6,0.0,0.045,51.6,0.0,0.085,0.023,0.0,0.066,0.056,0.1,0.085,30.7,0.0,0.075,0.0,15.1,0.09,0.3,4.6,0.036,9.3,80.0,0.044,0.065,53.9,group3,lemons,17
34,34,0.1,0.087,0.002,0.095,7.1,1.1,0.5,1.9,0.0,0.082,59.1,0.0,0.067,0.07,0.0,0.034,0.1,0.1,0.055,19.5,0.0,0.1,0.085,22.1,0.052,0.4,4.0,0.013,12.1,68.3,0.076,0.011,51.6,group3,lime,20
35,35,1.6,0.2,0.1,0.1,26.4,19.3,2.4,5.6,0.0,0.042,109.9,0.0,0.0,0.008,0.059,0.0,0.004,0.4,0.5,0.1,14.4,0.0,0.8,0.066,14.1,0.2,0.4,16.9,0.2,50.8,332.8,0.09,36.33,group3,pomegranate,117
36,36,0.9,0.001,0.06,0.5,15.3,0.0,1.3,6.5,0.0,0.074,131.8,0.0,0.0,0.068,0.084,0.0,0.007,0.5,0.4,0.1,41.6,0.0,0.6,0.0,37.5,0.1,0.5,15.0,0.2,40.5,297.0,0.097,24.2,group3,gooseberries,66
37,37,0.3,0.009,0.091,0.091,13.0,8.6,0.6,4.4,0.0,0.0,107.7,0.0,0.1,0.071,0.0,0.073,0.3,0.05,0.079,4.6,0.0,0.1,0.059,4.9,0.067,0.0,9.8,0.01,13.4,147.6,0.015,0.041,27.8,group3,asian pear,51
38,38,0.2,0.065,0.0,0.0,40.1,19.5,3.4,12.1,0.0,0.093,182.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.3,0.0,0.0,0.0,18.2,0.1,3.7,54.7,0.4,107.2,693.1,0.0,0.7,201.0,group3,abiyuch,157
39,39,2.6,0.0,0.0,0.0,15.8,0.0,3.7,0.0,0.0,0.095,185.9,0.0,0.042,0.04,0.0,0.016,1.2,0.4,0.1,11.1,0.0,0.0,0.0,27.2,0.043,2.4,83.6,0.043,77.3,257.1,0.0,1.0,62.8,group3,horned melon kiwano,92
40,40,13.3,1.8,2.1,8.5,43.8,32.9,4.8,0.0,5.3,0.017,200.5,0.0,0.1,0.061,0.041,0.1,0.3,0.4,0.3,383.6,0.0,0.0,0.0,171.6,0.3,0.9,34.3,0.0,129.4,0.0,0.0,0.7,618.0,group3,fruit walnut salad mcdonalds,312
41,41,0.2,0.092,0.048,0.006,13.3,8.6,1.0,2.0,0.0,0.0,110.1,0.0,0.0,0.051,0.01,0.0,0.032,0.3,0.3,0.027,39.0,0.0,0.2,0.0,27.5,0.087,0.1,11.3,0.067,22.5,168.8,0.032,16.592,group3,grapefruit,53
42,42,0.3,0.089,0.077,0.086,31.2,21.1,1.0,6.0,0.0,0.067,134.9,0.0,0.0,0.063,0.018,0.0,0.027,0.2,0.0,0.2,12.6,0.0,1.2,0.066,13.4,0.2,0.3,15.1,0.6,28.6,270.5,0.024,38.927,group3,japanese persimmon,118
43,43,0.4,0.0,0.0,0.0,18.0,7.2,1.5,9.8,0.0,0.09,109.8,0.0,0.091,0.023,0.0,0.1,1.3,0.4,0.1,34.3,0.0,0.7,0.071,46.8,0.1,0.8,33.8,0.5,53.3,227.5,0.0,0.6,111.6,group3,wild raspberries,81
44,44,0.1,0.0,0.0,0.0,3.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,group3,pink lady apple,18
45,45,0.083,0.06,0.015,0.033,2.1,1.9,0.06,0.2,0.0,0.072,2.9,0.0,0.0,0.0,0.0,0.0,0.06,0.088,0.017,0.0,0.0,0.069,0.068,2.7,0.089,0.091,0.2,0.063,0.2,1.1,0.018,0.031,5.19,group3,maraschino cherries,8
46,46,0.5,0.019,0.081,0.2,17.2,0.0,1.6,0.0,0.0,0.075,91.8,0.0,0.01,0.0,0.0,0.096,0.3,0.4,0.016,202.7,0.0,1.1,0.0,61.6,0.015,1.7,26.9,0.3,66.1,360.6,0.0,0.3,285.3,group3,black currants,71
47,47,0.3,0.1,0.02,0.052,48.0,21.6,1.2,3.5,0.0,0.079,103.6,0.0,0.064,0.005,0.0,0.036,1.2,0.4,0.4,16.8,0.0,0.2,0.024,3.1,0.1,0.9,49.3,0.0,43.1,716.1,0.087,0.2,73.8,group3,plantain cooked,179
48,48,0.3,0.064,0.022,0.018,21.9,0.0,0.4,0.0,0.0,0.03,86.8,0.0,0.055,0.0,0.0,0.077,0.1,0.0,0.0,8.8,0.0,0.0,0.0,19.8,0.069,0.4,7.7,0.1,16.5,213.4,0.0,0.0,51.6,group3,crab apple,84
49,49,0.2,0.2,4.8,3.8,0.2,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,group3,pom potes materne,19
50,50,0.3,0.043,0.002,0.094,25.1,18.9,0.5,4.4,0.0,0.062,155.7,0.0,0.0,0.094,0.03,0.0,0.084,0.2,0.1,0.03,8.4,0.0,0.3,0.044,10.9,0.086,0.2,9.1,0.01,20.0,194.7,0.0,30.438,group3,apple,95
51,51,0.3,0.071,0.079,0.1,14.4,13.9,1.5,1.6,0.0,0.087,159.6,0.0,0.0,0.051,0.013,0.0,0.098,1.3,0.2,0.1,65.0,0.0,0.015,0.028,15.9,0.018,0.4,21.2,0.064,26.6,472.6,0.082,17.939,group3,cantaloupe melon,60
52,52,0.043,0.0,0.0,0.0,1.6,0.0,0.091,0.0,0.0,0.0,5.7,0.0,0.035,0.0,0.0,0.027,0.095,0.0,0.093,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.226,group3,prickly pear cooked,7
53,53,0.5,0.1,0.054,0.2,7.9,4.9,1.4,3.0,0.0,0.056,44.4,0.0,0.0,0.052,0.007,0.0,0.049,0.6,0.2,0.069,125.6,0.0,0.4,0.019,9.9,0.1,0.1,12.1,0.02,22.0,229.4,0.078,12.956,group3,guava,37
54,54,0.069,0.057,0.06,0.036,0.9,0.6,0.01,0.2,0.0,0.068,10.9,0.0,0.063,0.012,0.0,0.026,0.052,0.097,0.092,7.1,0.0,0.079,0.062,1.9,0.089,0.04,1.6,0.083,2.9,18.4,0.027,0.091,10.261,group3,strawberries,4
55,55,0.2,0.0,0.0,0.0,25.0,0.0,0.5,4.9,0.0,0.002,7.8,0.0,0.0,0.0,0.0,0.053,0.019,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.2,0.3,10.5,0.5,27.5,272.7,0.0,0.1,39.4,group3,japanese persimmon dried,93
56,56,0.4,0.026,0.1,0.1,21.6,17.7,1.7,1.1,0.0,0.043,261.5,0.0,0.0,0.089,0.07,0.0,0.037,0.5,0.6,0.1,23.2,0.0,0.1,0.016,20.0,0.1,0.7,28.6,0.1,31.5,320.3,0.089,25.025,group3,watermelon,86
57,57,0.7,0.005,0.1,0.4,26.7,0.0,1.0,10.2,0.0,0.042,115.7,0.0,0.1,0.041,0.0,0.061,0.7,0.2,0.3,52.2,0.0,0.0,0.0,55.1,0.047,2.3,7.3,0.0,56.6,406.0,0.097,0.2,148.2,group3,elderberries,106
58,58,0.2,0.063,0.037,0.042,3.0,1.8,0.4,1.2,0.0,0.018,15.4,0.0,0.0,0.042,0.087,0.0,0.078,0.046,0.077,0.013,8.3,0.0,0.02,0.0,11.8,0.092,0.2,3.8,0.052,3.6,35.3,0.0,4.882,group3,kumquat,13
59,59,0.017,0.046,0.073,0.07,1.5,0.0,0.093,0.6,0.0,0.023,4.4,0.0,0.063,0.003,0.0,0.019,0.018,0.03,0.075,8.2,0.0,0.039,0.0,9.7,0.095,0.097,1.3,0.0,1.3,12.7,0.048,0.012,20.111,group3,orange peel,6
60,60,0.7,0.0,0.0,0.0,5.1,2.6,3.8,2.5,0.0,0.4,153.3,0.0,0.1,0.005,0.0,0.4,1.8,0.074,0.2,135.3,0.0,1.4,0.2,87.5,0.2,2.0,23.1,0.6,54.5,303.6,0.02,0.3,236.9,group3,pokeberry shoots cooked,33
61,61,0.5,0.1,0.05,0.1,59.7,24.2,2.4,10.8,0.0,0.057,155.4,0.0,0.0,0.2,0.07,0.0,0.031,2.0,1.0,0.2,63.8,0.0,0.2,0.045,37.4,0.2,1.2,55.0,0.1,66.0,1078.0,0.008,73.872,group3,breadfruit,227
62,62,0.2,0.019,0.1,0.2,27.1,17.4,0.6,5.5,0.0,0.07,149.4,0.0,0.063,0.005,0.0,0.072,0.3,0.035,0.079,7.7,0.0,0.2,0.022,16.0,0.1,0.3,12.5,0.082,21.4,206.5,0.051,0.2,57.4,group3,pear,101
63,63,0.3,0.069,0.023,0.09,12.5,8.7,1.0,1.6,0.0,0.071,88.7,0.0,0.0,0.025,0.026,0.0,0.079,0.4,0.1,0.053,10.3,0.0,0.012,0.02,16.5,0.1,0.3,9.3,0.1,15.5,178.2,0.0,15.607,group3,sour cherries,52
64,64,0.6,0.3,0.002,0.1,57.1,31.3,2.3,3.0,0.0,0.082,116.7,0.1,0.1,0.002,0.0,0.1,1.2,0.5,0.4,32.9,0.0,0.3,0.01,5.4,0.1,1.0,64.4,0.0,57.3,871.7,0.068,0.3,102.4,group3,plantain raw,218
65,65,0.6,0.017,0.006,0.4,23.7,16.1,1.8,7.6,0.0,0.007,124.1,0.0,0.07,0.001,0.0,0.068,1.8,0.2,0.0,4.7,0.0,1.8,0.1,43.8,0.2,1.2,33.2,1.8,45.3,211.4,0.027,0.4,83.4,group3,blackberries frozen,97
66,66,0.056,0.053,0.093,0.047,1.3,1.0,0.068,0.2,0.0,0.0,6.6,0.0,0.0,0.071,0.063,0.0,0.011,0.052,0.083,0.079,0.6,0.0,0.005,0.053,1.0,0.026,0.015,0.9,0.004,1.7,17.8,0.0,1.715,group3,cherries,5
67,67,0.6,0.2,0.2,0.1,2.6,0.2,0.023,0.2,0.0,0.065,1.9,0.0,0.084,0.059,0.0,0.099,0.025,0.081,0.023,0.2,0.0,0.0,0.0,0.2,0.028,0.039,3.1,0.096,2.3,25.5,0.0,0.044,3.85,group3,plantain fried,16
68,68,0.3,0.077,0.01,0.2,5.7,3.4,0.9,2.4,0.0,0.047,77.7,0.0,0.0,0.044,0.021,0.0,0.049,0.3,0.3,0.039,29.2,0.0,0.1,0.0,2.6,0.1,0.056,8.5,0.034,10.2,113.1,0.045,9.403,group3,carambola starfruit,26
69,69,0.8,0.1,0.0,0.0,7.2,0.0,1.0,4.5,0.0,0.4,149.5,0.0,0.04,0.026,0.0,0.03,0.7,0.7,0.2,12.8,0.0,0.0,0.0,20.8,0.2,0.4,19.2,0.3,46.4,276.8,0.063,0.5,47.5,group3,chayote cooked,35
70,70,0.0,0.0,0.0,0.0,8.2,6.3,0.0,0.0,0.0,0.0,59.5,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.4,0.0,0.001,0.0,42.2,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,238.864,group3,apple dippers mcdonalds,33
71,71,0.2,0.072,0.036,0.032,19.8,17.3,1.6,2.6,0.0,0.0,213.5,0.0,0.031,0.098,0.0,0.045,0.6,0.7,0.1,78.6,0.0,0.3,0.0,28.3,0.1,0.1,21.2,0.047,18.9,349.3,0.013,0.2,131.2,group3,white grapefruit,78
72,72,1.6,0.5,0.1,0.4,41.6,30.2,3.7,7.1,0.0,0.061,186.6,0.0,0.0,0.2,0.034,0.0,0.3,1.5,0.8,0.6,29.6,0.0,0.6,0.0,23.5,0.2,0.6,40.0,0.2,61.1,674.5,0.0,54.8,group3,cherimoya,176
73,73,0.4,0.1,0.032,0.2,13.7,0.0,1.5,1.2,0.0,0.022,156.1,0.0,0.3,0.081,0.0,0.084,1.1,0.3,0.2,10.7,0.0,0.0,0.0,17.3,0.1,0.5,24.2,0.08,20.8,484.4,0.0,0.3,45.3,group3,melon balls,57
74,74,0.2,0.0,0.0,0.0,14.8,10.9,0.3,2.6,0.0,0.034,93.5,0.0,0.0,0.094,0.061,0.0,0.017,0.1,0.063,0.038,0.0,0.0,0.2,0.043,6.5,0.035,0.1,5.5,0.05,10.9,109.0,0.0,18.014,group3,golden delicious apple,62
75,75,0.6,0.0,0.0,0.0,5.9,0.0,4.2,2.7,0.0,0.05,146.6,0.0,0.0,0.1,0.001,0.0,0.5,1.9,0.04,0.2,217.6,0.0,0.0,0.0,84.8,0.3,2.7,28.8,0.7,70.4,387.2,0.006,13.9,group3,pokeberry shoots raw,37
76,76,0.014,0.089,0.011,0.096,5.4,1.9,0.2,1.6,0.0,0.03,39.2,0.0,0.0,0.081,0.035,0.0,0.023,0.093,0.1,0.098,6.3,0.0,0.5,0.063,3.6,0.033,0.1,2.7,0.2,5.0,36.0,0.049,7.473,group3,cranberries,21
77,77,0.012,0.049,0.033,0.089,14.1,0.0,0.4,1.7,0.0,0.081,77.1,0.0,0.0,0.047,0.07,0.0,0.002,0.2,0.037,0.08,13.8,0.0,0.0,0.0,10.1,0.1,0.6,7.4,0.0,15.6,181.2,0.072,16.436,group3,quince,52
78,78,0.2,0.027,0.053,0.021,6.0,2.2,1.1,2.2,0.0,0.094,124.4,0.0,0.0,0.065,0.1,0.0,0.041,0.6,0.3,0.1,10.2,0.0,0.2,0.046,22.4,0.2,0.4,15.8,0.2,23.8,165.0,0.047,9.855,group3,chayote raw,25
79,79,0.5,0.036,0.003,0.048,24.6,0.0,2.1,7.2,0.0,0.028,130.9,0.0,0.2,0.019,0.0,0.042,0.8,0.5,0.1,112.9,0.0,0.0,0.0,111.3,0.016,1.3,22.3,0.0,35.0,311.6,0.039,0.2,259.9,group3,orange with peel,100
80,80,2.6,0.0,0.0,0.0,51.8,14.4,4.7,30.8,0.0,0.078,93.5,0.0,0.005,0.027,0.0,0.3,1.0,0.6,0.3,8.5,0.0,0.5,0.089,92.4,0.3,1.1,41.6,0.6,103.2,583.7,0.0,0.5,191.9,group3,chokecherries,249
81,81,1.3,0.3,0.5,0.2,50.3,45.9,2.8,5.4,0.0,0.027,280.4,0.0,0.0,0.034,0.1,0.0,0.1,2.2,0.7,0.4,122.3,0.0,3.0,0.019,37.0,0.4,0.5,33.6,0.2,47.0,564.5,0.08,60.641,group3,mango,202
82,82,0.3,0.0,0.0,0.0,35.3,17.1,0.7,9.7,0.0,0.047,123.5,0.0,0.047,0.098,0.0,0.014,0.6,0.5,0.1,16.6,0.0,0.9,0.077,17.7,0.027,0.3,12.9,0.1,48.3,586.0,0.0,0.1,80.6,group3,wild plum,147
83,83,1.0,0.3,0.1,0.3,37.0,19.9,1.7,15.6,0.0,0.041,202.4,0.0,0.001,0.071,0.0,0.015,0.7,0.6,0.2,79.9,0.0,0.4,0.041,41.3,0.006,0.3,21.9,0.2,46.2,418.0,0.0,0.1,176.8,group3,jeijoa,148
84,84,1.0,0.0,0.0,0.0,15.7,0.0,2.7,0.0,0.0,0.0,119.6,0.0,0.2,0.0,0.0,0.043,3.9,0.0,0.0,15.4,0.0,0.0,0.0,12.6,0.0,1.4,0.0,0.0,56.0,0.0,0.0,0.0,48.8,group3,groundcherries,74
85,85,0.1,6.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,group3,pesca,30
86,86,0.1,0.0,0.0,0.0,8.4,0.0,0.2,0.0,0.0,0.024,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,0.0,6.8,0.0,0.6,0.0,0.0,6.5,77.5,0.0,0.0,32.6,group3,persimmon,32
87,87,0.044,0.041,0.012,0.008,0.9,0.8,0.045,0.087,0.0,0.009,3.9,0.0,0.071,0.091,0.0,0.009,0.045,0.006,0.033,0.2,0.0,0.089,0.042,0.5,0.055,0.012,0.3,0.037,1.0,9.4,0.059,0.011,1.83,group3,grapes,3
88,88,0.4,0.0,0.0,0.0,44.7,0.0,1.4,1.9,0.0,0.051,167.0,0.0,0.088,0.019,0.0,0.077,2.9,0.094,0.039,10.5,0.0,0.0,0.0,47.1,0.1,0.7,15.0,0.7,19.3,89.9,0.0,0.2,106.7,group3,rambutan canned,175
89,89,0.039,0.066,0.066,0.045,3.8,3.2,0.1,0.6,0.0,0.049,23.0,0.0,0.008,0.036,0.0,0.093,0.1,0.044,0.094,0.3,0.0,0.092,0.041,7.6,0.003,0.069,2.7,0.095,2.7,27.8,0.093,0.014,12.491,group3,figs canned,14
90,90,0.5,0.072,0.3,0.1,65.1,0.0,2.0,8.9,0.0,0.044,165.4,0.0,0.044,0.0,0.0,0.3,2.0,0.2,0.5,6.6,0.0,0.0,0.0,39.8,0.3,1.0,35.1,0.2,60.8,528.8,0.0,0.4,123.9,group3,prunes canned,246
91,91,0.05,0.079,0.039,0.078,7.4,6.8,0.2,0.4,0.0,0.06,39.2,0.0,0.066,0.041,0.0,0.03,0.1,0.087,0.068,4.5,0.0,0.048,0.016,6.6,0.026,0.1,6.6,0.5,2.8,57.3,0.047,0.092,19.255,group3,pineapples canned,28
92,92,0.075,0.006,0.035,0.096,7.0,6.5,0.2,0.4,0.0,0.055,38.6,0.0,0.082,0.034,0.0,0.068,0.2,0.01,0.056,1.3,0.0,0.065,0.093,4.6,0.06,0.2,3.7,0.025,6.9,70.8,0.0,0.06,13.728,group3,prune plums canned,27
